,ship mode,segment,state,region,category,sub-category,sales,quantity,discount,profit,unit price,profit margin,is discounted,profit per item,is profited,city tier
5374,standard ,corporate,texas,central,office supplies,paper,10.37,2,20.0,3.63,5.185,35.0,1,1.81,1,1
5375,standard ,corporate,washington,west,technology,accessories,98.16,6,0.0,9.82,16.36,10.0,0,1.64,1,1
5376,standard ,corporate,washington,west,office supplies,art,31.44,3,0.0,7.86,10.48,25.0,0,2.62,1,1
5377,first ,corporate,pennsylvania,east,office supplies,envelopes,348.49,7,20.0,117.61,49.784285714285716,33.75,1,16.8,1,1
5378,first ,corporate,pennsylvania,east,office supplies,storage,172.74,4,20.0,-30.23,43.185,-17.5,1,-7.56,0,1
5379,standard ,consumer,california,west,office supplies,paper,15.54,3,0.0,7.61,5.18,48.97,0,2.54,1,1
5380,standard ,consumer,california,west,technology,machines,105.55,6,20.0,35.62,17.591666666666665,33.75,1,5.94,1,1
5381,second ,corporate,texas,central,office supplies,paper,25.92,5,20.0,9.07,5.184,34.99,1,1.81,1,1
5382,second ,corporate,texas,central,office supplies,fasteners,15.81,8,20.0,5.34,1.97625,33.78,1,0.67,1,1
5383,second ,corporate,texas,central,office supplies,paper,10.37,2,20.0,3.76,5.185,36.26,1,1.88,1,1
5384,standard ,consumer,pennsylvania,east,technology,phones,358.2,3,40.0,41.79,119.39999999999999,11.67,1,13.93,1,1
5385,standard ,consumer,pennsylvania,east,technology,phones,545.92,14,40.0,72.79,38.99428571428571,13.33,1,5.2,1,1
5386,standard ,consumer,arkansas,south,office supplies,binders,40.41,9,0.0,18.59,4.489999999999999,46.0,0,2.07,1,5
5387,second ,corporate,california,west,technology,phones,167.98,3,20.0,10.5,55.99333333333333,6.25,1,3.5,1,1
5388,second ,corporate,california,west,technology,accessories,109.53,3,0.0,47.1,36.51,43.0,0,15.7,1,1
5389,second ,corporate,california,west,office supplies,labels,9.82,2,0.0,4.81,4.91,48.98,0,2.4,1,1
5390,second ,corporate,washington,west,office supplies,binders,26.35,3,20.0,9.55,8.783333333333333,36.24,1,3.18,1,1
5391,standard ,corporate,delaware,east,office supplies,labels,22.5,6,0.0,10.8,3.75,48.0,0,1.8,1,1
5392,standard ,corporate,delaware,east,office supplies,labels,9.96,2,0.0,4.58,4.98,45.98,0,2.29,1,1
5393,standard ,corporate,delaware,east,office supplies,binders,213.08,7,0.0,102.28,30.44,48.0,0,14.61,1,1
5394,standard ,corporate,delaware,east,furniture,bookcases,1025.88,6,0.0,235.95,170.98000000000002,23.0,0,39.32,1,1
5395,second ,corporate,utah,west,office supplies,paper,21.98,7,0.0,9.89,3.14,45.0,0,1.41,1,2
5396,same day,corporate,california,west,furniture,furnishings,63.2,5,0.0,23.38,12.64,36.99,0,4.68,1,1
5397,standard ,corporate,california,west,office supplies,appliances,39.0,12,0.0,11.31,3.25,29.0,0,0.94,1,1
5398,standard ,corporate,ohio,east,office supplies,binders,2.91,3,70.0,-2.03,0.9700000000000001,-69.76,1,-0.68,0,1
5399,standard ,consumer,california,west,furniture,bookcases,556.66,5,15.0,6.55,111.332,1.18,1,1.31,1,1
5400,first ,consumer,washington,west,technology,accessories,71.98,2,0.0,15.12,35.99,21.01,0,7.56,1,1
5401,first ,consumer,washington,west,technology,accessories,79.98,2,0.0,26.39,39.99,33.0,0,13.2,1,1
5402,standard ,corporate,new york,east,office supplies,binders,24.67,4,20.0,7.71,6.1675,31.25,1,1.93,1,1
5403,standard ,corporate,new york,east,office supplies,binders,3.74,1,20.0,1.31,3.74,35.03,1,1.31,1,1
5404,standard ,consumer,california,west,technology,phones,445.96,5,20.0,55.74,89.192,12.5,1,11.15,1,1
5405,standard ,consumer,california,west,technology,accessories,36.24,1,0.0,15.22,36.24,42.0,0,15.22,1,1
5406,standard ,consumer,california,west,office supplies,fasteners,10.65,3,0.0,5.01,3.5500000000000003,47.04,0,1.67,1,1
5407,standard ,corporate,california,west,office supplies,paper,87.92,4,0.0,40.44,21.98,46.0,0,10.11,1,1
5408,standard ,corporate,california,west,office supplies,binders,22.42,1,20.0,8.41,22.42,37.51,1,8.41,1,1
5409,standard ,corporate,california,west,office supplies,binders,90.48,3,20.0,33.93,30.16,37.5,1,11.31,1,1
5410,standard ,corporate,california,west,office supplies,storage,42.76,1,0.0,11.12,42.76,26.01,0,11.12,1,1
5411,standard ,consumer,new mexico,west,office supplies,binders,10.08,7,20.0,3.53,1.44,35.02,1,0.5,1,5
5412,standard ,consumer,new mexico,west,technology,accessories,101.34,3,0.0,8.11,33.78,8.0,0,2.7,1,5
5413,first ,consumer,kansas,central,technology,phones,224.75,5,0.0,62.93,44.95,28.0,0,12.59,1,3
5414,standard ,consumer,illinois,central,office supplies,appliances,73.18,6,80.0,-197.58,12.196666666666667,-269.99,1,-32.93,0,1
5415,standard ,consumer,illinois,central,office supplies,paper,20.74,4,20.0,7.26,5.185,35.0,1,1.81,1,1
5416,standard ,consumer,illinois,central,technology,phones,39.98,2,20.0,-9.0,19.99,-22.51,1,-4.5,0,1
5417,second ,corporate,nebraska,central,office supplies,binders,15.36,2,0.0,7.68,7.68,50.0,0,3.84,1,1
5418,first ,consumer,texas,central,office supplies,paper,36.29,7,20.0,12.7,5.184285714285714,35.0,1,1.81,1,1
5419,first ,consumer,texas,central,technology,phones,150.38,2,20.0,15.04,75.19,10.0,1,7.52,1,1
5420,second ,consumer,pennsylvania,east,technology,phones,280.78,3,40.0,-60.84,93.59333333333332,-21.67,1,-20.28,0,1
5421,second ,consumer,pennsylvania,east,technology,accessories,31.98,2,20.0,1.2,15.99,3.75,1,0.6,1,1
5422,standard ,consumer,california,west,office supplies,binders,11.23,3,20.0,3.93,3.7433333333333336,35.0,1,1.31,1,1
5423,second ,corporate,kentucky,south,office supplies,paper,26.4,5,0.0,11.88,5.279999999999999,45.0,0,2.38,1,1
5424,standard ,consumer,connecticut,east,office supplies,art,3.52,2,0.0,1.02,1.76,28.98,0,0.51,1,3
5425,first ,consumer,california,west,technology,accessories,1649.95,5,0.0,659.98,329.99,40.0,0,132.0,1,1
5426,first ,consumer,california,west,furniture,furnishings,111.9,6,0.0,51.47,18.650000000000002,46.0,0,8.58,1,1
5427,same day,home office,california,west,furniture,bookcases,599.16,5,15.0,35.24,119.832,5.88,1,7.05,1,1
5428,first ,home office,california,west,office supplies,storage,46.53,3,0.0,12.1,15.51,26.0,0,4.03,1,1
5429,first ,consumer,florida,south,furniture,furnishings,31.98,2,20.0,2.0,15.99,6.25,1,1.0,1,2
5430,standard ,home office,ohio,east,office supplies,appliances,161.57,2,20.0,16.16,80.785,10.0,1,8.08,1,1
5431,standard ,home office,ohio,east,office supplies,paper,4.06,1,20.0,1.37,4.06,33.74,1,1.37,1,1
5432,standard ,home office,ohio,east,office supplies,binders,6.22,4,70.0,-4.97,1.555,-79.9,1,-1.24,0,1
5433,standard ,consumer,arizona,west,office supplies,art,8.9,4,20.0,0.67,2.225,7.53,1,0.17,0,3
5434,standard ,home office,california,west,office supplies,appliances,1640.7,5,0.0,459.4,328.14,28.0,0,91.88,1,1
5435,standard ,home office,california,west,technology,accessories,270.0,3,0.0,97.2,90.0,36.0,0,32.4,1,1
5436,first ,corporate,florida,south,furniture,furnishings,19.52,2,20.0,5.37,9.76,27.51,1,2.69,1,4
5437,first ,corporate,florida,south,office supplies,binders,9.81,5,70.0,-6.87,1.9620000000000002,-70.03,1,-1.37,0,4
5438,first ,corporate,florida,south,furniture,furnishings,213.22,3,20.0,15.99,71.07333333333334,7.5,1,5.33,1,4
5439,standard ,consumer,new york,east,office supplies,binders,588.78,2,20.0,184.0,294.39,31.25,1,92.0,1,1
5440,second ,consumer,florida,south,office supplies,art,2.06,1,20.0,0.15,2.06,7.28,1,0.15,0,5
5441,standard ,consumer,arizona,west,office supplies,paper,6.37,2,20.0,2.39,3.185,37.52,1,1.2,1,2
5442,standard ,consumer,new york,east,technology,accessories,99.6,1,0.0,36.85,99.6,37.0,0,36.85,1,1
5443,standard ,consumer,new york,east,office supplies,binders,62.3,13,20.0,21.02,4.792307692307692,33.74,1,1.62,1,1
5444,standard ,consumer,new york,east,office supplies,art,10.71,3,0.0,2.78,3.5700000000000003,25.96,0,0.93,1,1
5445,standard ,home office,texas,central,office supplies,envelopes,20.94,1,20.0,7.07,20.94,33.76,1,7.07,1,1
5446,standard ,corporate,new york,east,technology,phones,33.0,6,0.0,8.25,5.5,25.0,0,1.38,1,1
5447,standard ,corporate,new york,east,technology,accessories,249.95,5,0.0,87.48,49.989999999999995,35.0,0,17.5,1,1
5448,standard ,home office,kansas,central,office supplies,supplies,357.93,3,0.0,7.16,119.31,2.0,0,2.39,1,3
5449,standard ,home office,kansas,central,technology,accessories,57.4,5,0.0,10.91,11.48,19.01,0,2.18,1,3
5450,standard ,home office,kansas,central,office supplies,binders,331.96,2,0.0,149.38,165.98,45.0,0,74.69,1,3
5451,standard ,home office,kansas,central,furniture,furnishings,40.56,2,0.0,12.98,20.28,32.0,0,6.49,1,3
5452,standard ,home office,nevada,west,office supplies,supplies,86.2,5,0.0,25.0,17.240000000000002,29.0,0,5.0,1,2
5453,standard ,corporate,illinois,central,office supplies,paper,38.02,6,20.0,13.78,6.336666666666667,36.24,1,2.3,1,2
5454,standard ,corporate,pennsylvania,east,office supplies,storage,8.38,1,20.0,0.73,8.38,8.71,1,0.73,0,1
5455,standard ,corporate,pennsylvania,east,office supplies,art,6.85,2,20.0,0.77,3.425,11.24,1,0.39,0,1
5456,standard ,consumer,washington,west,office supplies,fasteners,19.6,5,0.0,9.6,3.9200000000000004,48.98,0,1.92,1,2
5457,standard ,consumer,washington,west,furniture,furnishings,68.46,2,0.0,20.54,34.23,30.0,0,10.27,1,2
5458,second ,consumer,california,west,office supplies,binders,13.34,6,20.0,4.34,2.223333333333333,32.53,1,0.72,1,1
5459,second ,consumer,california,west,furniture,tables,1478.27,8,20.0,92.39,184.78375,6.25,1,11.55,1,1
5460,standard ,corporate,north carolina,south,office supplies,storage,16.27,1,20.0,-3.86,16.27,-23.72,1,-3.86,0,2
5461,standard ,consumer,california,west,furniture,furnishings,9.24,3,0.0,4.44,3.08,48.05,0,1.48,1,1
5462,first ,consumer,arizona,west,office supplies,binders,32.34,10,70.0,-23.72,3.2340000000000004,-73.35,1,-2.37,0,2
5463,first ,consumer,arizona,west,office supplies,paper,56.06,4,20.0,19.62,14.015,35.0,1,4.91,1,2
5464,first ,consumer,arizona,west,office supplies,envelopes,108.72,5,20.0,36.69,21.744,33.75,1,7.34,1,2
5465,first ,consumer,arizona,west,furniture,bookcases,181.47,5,70.0,-320.6,36.294,-176.67,1,-64.12,0,2
5466,second ,consumer,texas,central,office supplies,paper,16.18,3,20.0,6.07,5.3933333333333335,37.52,1,2.02,1,1
5467,standard ,consumer,california,west,furniture,chairs,122.35,3,20.0,13.76,40.78333333333333,11.25,1,4.59,1,1
5468,first ,home office,california,west,furniture,chairs,585.55,3,20.0,73.19,195.1833333333333,12.5,1,24.4,1,1
5469,first ,home office,california,west,office supplies,paper,19.44,3,0.0,9.33,6.48,47.99,0,3.11,1,1
5470,standard ,consumer,ohio,east,office supplies,appliances,123.92,5,20.0,9.29,24.784,7.5,1,1.86,1,4
5471,standard ,consumer,colorado,west,furniture,furnishings,13.36,5,20.0,4.01,2.6719999999999997,30.01,1,0.8,1,3
5472,standard ,consumer,colorado,west,office supplies,storage,78.26,2,20.0,-17.61,39.13,-22.5,1,-8.8,0,3
5473,standard ,consumer,colorado,west,furniture,bookcases,102.02,7,70.0,-183.63,14.574285714285713,-179.99,1,-26.23,0,3
5474,same day,corporate,nebraska,central,office supplies,storage,750.68,2,0.0,37.53,375.34,5.0,0,18.77,1,3
5475,first ,home office,minnesota,central,office supplies,labels,44.4,3,0.0,22.2,14.799999999999999,50.0,0,7.4,1,3
5476,first ,home office,minnesota,central,office supplies,storage,84.55,5,0.0,22.83,16.91,27.0,0,4.57,1,3
5477,first ,home office,minnesota,central,office supplies,paper,17.94,3,0.0,8.79,5.98,49.0,0,2.93,1,3
5478,standard ,consumer,delaware,east,office supplies,binders,128.4,3,0.0,62.92,42.800000000000004,49.0,0,20.97,1,1
5479,standard ,corporate,florida,south,office supplies,binders,1.87,1,70.0,-1.31,1.87,-70.05,1,-1.31,0,1
5480,standard ,corporate,california,west,technology,phones,103.19,1,20.0,11.61,103.19,11.25,1,11.61,1,1
5481,standard ,corporate,california,west,technology,accessories,36.0,2,0.0,6.48,18.0,18.0,0,3.24,1,1
5482,standard ,corporate,california,west,technology,accessories,239.96,4,0.0,115.18,59.99,48.0,0,28.8,1,1
5483,standard ,corporate,california,west,office supplies,storage,40.68,2,0.0,0.41,20.34,1.01,0,0.2,0,1
5484,standard ,consumer,florida,south,furniture,chairs,419.14,4,20.0,-68.11,104.785,-16.25,1,-17.03,0,1
5485,standard ,consumer,florida,south,office supplies,envelopes,23.47,3,20.0,7.63,7.823333333333333,32.51,1,2.54,1,1
5486,standard ,home office,texas,central,office supplies,binders,3.59,4,80.0,-6.29,0.8975,-175.21,1,-1.57,0,1
5487,second ,corporate,florida,south,technology,phones,23.98,3,20.0,-5.69,7.993333333333333,-23.73,1,-1.9,0,1
5488,second ,corporate,florida,south,office supplies,labels,6.26,3,20.0,2.04,2.0866666666666664,32.59,1,0.68,1,1
5489,second ,corporate,florida,south,office supplies,appliances,20.81,3,20.0,1.82,6.9366666666666665,8.75,1,0.61,1,1
5490,second ,corporate,florida,south,furniture,chairs,218.35,3,20.0,-19.11,72.78333333333333,-8.75,1,-6.37,0,1
5491,first ,consumer,texas,central,office supplies,storage,18.16,2,20.0,1.82,9.08,10.02,1,0.91,1,1
5492,same day,home office,california,west,office supplies,supplies,7.36,2,0.0,0.15,3.68,2.04,0,0.07,0,1
5493,same day,home office,california,west,office supplies,labels,41.4,4,0.0,19.87,10.35,48.0,0,4.97,1,1
5494,same day,home office,california,west,furniture,bookcases,411.33,4,15.0,-4.84,102.8325,-1.18,1,-1.21,0,1
5495,standard ,corporate,pennsylvania,east,office supplies,binders,7.66,4,70.0,-6.12,1.915,-79.9,1,-1.53,0,1
5496,standard ,consumer,ohio,east,technology,accessories,63.92,2,20.0,19.18,31.96,30.01,1,9.59,1,2
5497,second ,consumer,new york,east,office supplies,art,6.56,2,0.0,1.9,3.28,28.96,0,0.95,1,1
5498,second ,consumer,new york,east,office supplies,labels,7.83,3,0.0,3.6,2.61,45.98,0,1.2,1,1
5499,second ,consumer,new york,east,technology,accessories,41.9,2,0.0,8.8,20.95,21.0,0,4.4,1,1
5500,second ,consumer,new york,east,furniture,chairs,664.15,6,10.0,88.55,110.69166666666666,13.33,1,14.76,1,1
5501,second ,consumer,new york,east,office supplies,paper,8.96,2,0.0,4.39,4.48,49.0,0,2.19,1,1
5502,standard ,corporate,pennsylvania,east,furniture,furnishings,3.31,1,20.0,0.66,3.31,19.94,1,0.66,0,1
5503,standard ,corporate,pennsylvania,east,office supplies,appliances,20.14,3,20.0,1.26,6.713333333333334,6.26,1,0.42,1,1
5504,standard ,corporate,pennsylvania,east,office supplies,envelopes,8.86,3,20.0,2.88,2.953333333333333,32.51,1,0.96,1,1
5505,standard ,corporate,pennsylvania,east,technology,phones,859.2,4,40.0,-186.16,214.8,-21.67,1,-46.54,0,1
5506,same day,consumer,california,west,office supplies,paper,61.96,2,0.0,27.88,30.98,45.0,0,13.94,1,1
5507,standard ,consumer,georgia,south,office supplies,envelopes,17.92,4,0.0,8.6,4.48,47.99,0,2.15,1,2
5508,standard ,consumer,california,west,furniture,furnishings,145.9,5,0.0,62.74,29.18,43.0,0,12.55,1,1
5509,standard ,consumer,illinois,central,office supplies,paper,56.7,2,20.0,19.14,28.35,33.76,1,9.57,1,1
5510,standard ,consumer,illinois,central,technology,phones,11.12,2,20.0,3.48,5.56,31.29,1,1.74,1,1
5511,standard ,consumer,oregon,west,office supplies,paper,32.9,4,20.0,11.1,8.225,33.74,1,2.77,1,5
5512,standard ,consumer,oregon,west,office supplies,paper,22.78,3,20.0,7.69,7.593333333333334,33.76,1,2.56,1,5
5513,first ,consumer,new york,east,technology,phones,239.97,3,0.0,2.4,79.99,1.0,0,0.8,1,1
5514,first ,consumer,new york,east,office supplies,appliances,160.32,2,0.0,44.89,80.16,28.0,0,22.45,1,1
5515,first ,consumer,new york,east,technology,phones,128.85,3,0.0,3.87,42.949999999999996,3.0,0,1.29,1,1
5516,second ,corporate,alabama,south,technology,accessories,1319.96,4,0.0,527.98,329.99,40.0,0,132.0,1,1
5517,standard ,corporate,pennsylvania,east,furniture,chairs,239.96,10,30.0,-10.28,23.996000000000002,-4.28,1,-1.03,0,1
5518,standard ,corporate,pennsylvania,east,furniture,furnishings,54.77,2,20.0,6.85,27.385,12.51,1,3.42,1,1
5519,standard ,corporate,pennsylvania,east,office supplies,art,13.39,3,20.0,3.18,4.463333333333334,23.75,1,1.06,1,1
5520,standard ,corporate,pennsylvania,east,office supplies,paper,23.92,5,20.0,8.67,4.784000000000001,36.25,1,1.73,1,1
5521,standard ,corporate,pennsylvania,east,technology,accessories,255.97,4,20.0,-28.8,63.9925,-11.25,1,-7.2,0,1
5522,first ,consumer,california,west,office supplies,binders,21.55,6,20.0,7.0,3.591666666666667,32.48,1,1.17,1,4
5523,first ,consumer,california,west,office supplies,appliances,58.24,4,0.0,15.72,14.56,26.99,0,3.93,1,4
5524,first ,home office,california,west,office supplies,paper,80.28,12,0.0,36.93,6.69,46.0,0,3.08,1,1
5525,standard ,corporate,california,west,office supplies,art,9.78,2,0.0,4.01,4.89,41.0,0,2.0,1,1
5526,standard ,home office,california,west,office supplies,fasteners,1.81,1,0.0,0.65,1.81,35.91,0,0.65,0,1
5527,first ,home office,new york,east,office supplies,paper,37.94,2,0.0,18.21,18.97,48.0,0,9.11,1,1
5528,standard ,corporate,florida,south,technology,phones,79.96,5,20.0,27.99,15.991999999999999,35.01,1,5.6,1,1
5529,standard ,corporate,texas,central,office supplies,paper,115.3,3,20.0,40.35,38.43333333333333,35.0,1,13.45,1,5
5530,standard ,consumer,nebraska,central,technology,phones,2479.96,4,0.0,743.99,619.99,30.0,0,186.0,1,1
5531,first ,consumer,arkansas,south,technology,accessories,179.94,6,0.0,75.57,29.99,42.0,0,12.59,1,2
5532,first ,consumer,arkansas,south,technology,accessories,26.85,3,0.0,5.1,8.950000000000001,18.99,0,1.7,1,2
5533,first ,consumer,arkansas,south,technology,accessories,323.37,3,0.0,129.35,107.79,40.0,0,43.12,1,2
5534,first ,consumer,arkansas,south,office supplies,paper,59.94,3,0.0,28.17,19.98,47.0,0,9.39,1,2
5535,first ,consumer,arkansas,south,office supplies,binders,64.14,3,0.0,30.79,21.38,48.0,0,10.26,1,2
5536,first ,consumer,arkansas,south,office supplies,binders,11.67,3,0.0,5.6,3.89,47.99,0,1.87,1,2
5537,first ,consumer,arkansas,south,office supplies,paper,12.96,2,0.0,6.22,6.48,47.99,0,3.11,1,2
5538,standard ,consumer,nebraska,central,office supplies,binders,17.43,3,0.0,8.02,5.81,46.01,0,2.67,1,5
5539,standard ,consumer,illinois,central,furniture,chairs,181.99,2,30.0,-54.6,90.995,-30.0,1,-27.3,0,1
5540,standard ,consumer,illinois,central,office supplies,binders,1.59,2,80.0,-2.63,0.795,-165.41,1,-1.31,0,1
5541,standard ,consumer,illinois,central,office supplies,supplies,22.34,3,20.0,2.51,7.446666666666666,11.24,1,0.84,1,1
5542,standard ,corporate,arizona,west,furniture,tables,455.97,6,50.0,-218.87,75.995,-48.0,1,-36.48,0,1
5543,standard ,corporate,arizona,west,office supplies,binders,10.44,6,70.0,-7.66,1.74,-73.37,1,-1.28,0,1
5544,standard ,corporate,arizona,west,office supplies,binders,5.21,2,70.0,-4.17,2.605,-80.04,1,-2.08,0,1
5545,standard ,home office,new hampshire,east,office supplies,storage,67.4,5,0.0,17.52,13.48,25.99,0,3.5,1,1
5546,first ,consumer,utah,west,furniture,furnishings,25.16,2,0.0,10.57,12.58,42.01,0,5.29,1,4
5547,first ,consumer,utah,west,technology,phones,126.56,4,20.0,47.46,31.64,37.5,1,11.87,1,4
5548,first ,consumer,california,west,office supplies,appliances,43.68,3,0.0,11.79,14.56,26.99,0,3.93,1,1
5549,first ,consumer,california,west,technology,accessories,139.93,7,0.0,34.98,19.990000000000002,25.0,0,5.0,1,1
5550,standard ,corporate,texas,central,office supplies,art,2.67,1,20.0,0.33,2.67,12.36,1,0.33,0,1
5551,standard ,corporate,texas,central,office supplies,supplies,16.66,6,20.0,-3.12,2.776666666666667,-18.73,1,-0.52,0,1
5552,standard ,corporate,texas,central,technology,accessories,79.51,3,20.0,20.87,26.503333333333334,26.25,1,6.96,1,1
5553,standard ,corporate,texas,central,office supplies,paper,36.29,7,20.0,12.7,5.184285714285714,35.0,1,1.81,1,1
5554,standard ,corporate,texas,central,furniture,bookcases,67.99,1,32.0,-13.0,67.99,-19.12,1,-13.0,0,1
5555,second ,corporate,alabama,south,furniture,furnishings,10.16,2,0.0,3.45,5.08,33.96,0,1.73,1,1
5556,standard ,corporate,mississippi,south,furniture,furnishings,6.16,2,0.0,1.97,3.08,31.98,0,0.98,1,1
5557,standard ,corporate,mississippi,south,office supplies,art,56.3,2,0.0,15.76,28.15,27.99,0,7.88,1,1
5558,standard ,consumer,nevada,west,office supplies,paper,6.48,1,0.0,3.11,6.48,47.99,0,3.11,1,1
5559,standard ,consumer,nevada,west,office supplies,storage,1325.85,5,0.0,238.65,265.16999999999996,18.0,0,47.73,1,1
5560,standard ,consumer,nevada,west,office supplies,labels,14.94,3,0.0,6.87,4.9799999999999995,45.98,0,2.29,1,1
5561,second ,corporate,georgia,south,office supplies,binders,34.54,1,0.0,17.27,34.54,50.0,0,17.27,1,1
5562,second ,corporate,georgia,south,technology,copiers,2999.95,5,0.0,1439.98,599.99,48.0,0,288.0,1,1
5563,second ,corporate,georgia,south,office supplies,binders,64.12,4,0.0,30.78,16.03,48.0,0,7.7,1,1
5564,same day,home office,illinois,central,office supplies,art,19.46,4,20.0,2.19,4.865,11.25,1,0.55,1,1
5565,same day,home office,illinois,central,technology,machines,209.99,2,30.0,9.0,104.995,4.29,1,4.5,1,1
5566,same day,home office,illinois,central,office supplies,art,29.76,5,20.0,1.86,5.952,6.25,1,0.37,1,1
5567,same day,home office,illinois,central,furniture,chairs,89.77,1,30.0,-2.56,89.77,-2.85,1,-2.56,0,1
5568,same day,home office,illinois,central,technology,copiers,959.98,2,20.0,335.99,479.99,35.0,1,168.0,1,1
5569,same day,home office,illinois,central,office supplies,paper,15.55,3,20.0,5.64,5.183333333333334,36.27,1,1.88,1,1
5570,same day,home office,illinois,central,technology,phones,34.36,1,20.0,-7.3,34.36,-21.25,1,-7.3,0,1
5571,standard ,corporate,ohio,east,office supplies,paper,98.38,3,20.0,35.66,32.79333333333333,36.25,1,11.89,1,1
5572,standard ,corporate,ohio,east,office supplies,binders,29.94,4,70.0,-23.95,7.485,-79.99,1,-5.99,0,1
5573,standard ,corporate,ohio,east,office supplies,paper,17.47,3,20.0,5.68,5.823333333333333,32.51,1,1.89,1,1
5574,standard ,corporate,ohio,east,technology,phones,36.74,1,40.0,-9.18,36.74,-24.99,1,-9.18,0,1
5575,standard ,corporate,ohio,east,technology,phones,179.94,2,40.0,-44.98,89.97,-25.0,1,-22.49,0,1
5576,standard ,consumer,california,west,furniture,furnishings,383.64,6,0.0,122.76,63.94,32.0,0,20.46,1,1
5577,standard ,consumer,california,west,office supplies,appliances,56.52,3,0.0,15.83,18.84,28.01,0,5.28,1,1
5578,second ,consumer,california,west,office supplies,art,6.56,2,0.0,1.9,3.28,28.96,0,0.95,1,1
5579,second ,consumer,california,west,furniture,chairs,243.92,5,20.0,-15.24,48.784,-6.25,1,-3.05,0,1
5580,second ,consumer,california,west,office supplies,paper,47.52,9,0.0,22.81,5.28,48.0,0,2.53,1,1
5581,standard ,home office,maryland,east,furniture,furnishings,19.98,1,0.0,8.59,19.98,42.99,0,8.59,1,1
5582,standard ,home office,new york,east,office supplies,art,8.0,5,0.0,3.44,1.6,43.0,0,0.69,1,1
5583,second ,consumer,california,west,furniture,furnishings,6.16,2,0.0,1.97,3.08,31.98,0,0.98,1,1
5584,standard ,home office,new york,east,office supplies,storage,83.56,4,0.0,1.67,20.89,2.0,0,0.42,1,1
5585,standard ,home office,new york,east,technology,phones,546.06,3,0.0,163.82,182.01999999999998,30.0,0,54.61,1,1
5586,standard ,home office,new york,east,office supplies,storage,269.49,3,0.0,5.39,89.83,2.0,0,1.8,1,1
5587,first ,consumer,california,west,office supplies,fasteners,10.9,5,0.0,3.6,2.18,33.03,0,0.72,1,1
5588,standard ,home office,montana,west,office supplies,binders,6.1,2,20.0,2.21,3.05,36.23,1,1.1,1,1
5589,second ,consumer,california,west,office supplies,storage,34.05,3,0.0,9.53,11.35,27.99,0,3.18,1,1
5590,second ,consumer,california,west,office supplies,storage,352.38,2,0.0,81.05,176.19,23.0,0,40.52,1,1
5591,second ,corporate,new jersey,east,furniture,chairs,245.98,2,0.0,27.06,122.99,11.0,0,13.53,1,1
5592,second ,corporate,new jersey,east,office supplies,binders,18.94,1,0.0,9.47,18.94,50.0,0,9.47,1,1
5593,standard ,consumer,ohio,east,office supplies,binders,59.91,7,70.0,-45.93,8.558571428571428,-76.66,1,-6.56,0,1
5594,same day,corporate,massachusetts,east,technology,phones,391.98,2,0.0,109.75,195.99,28.0,0,54.88,1,1
5595,same day,corporate,massachusetts,east,technology,phones,437.85,3,0.0,131.35,145.95000000000002,30.0,0,43.78,1,1
5596,standard ,consumer,new hampshire,east,office supplies,binders,68.62,2,0.0,32.25,34.31,47.0,0,16.12,1,1
5597,standard ,consumer,maryland,east,office supplies,supplies,25.02,3,0.0,6.51,8.34,26.02,0,2.17,1,1
5598,standard ,consumer,maryland,east,office supplies,art,10.71,3,0.0,2.78,3.5700000000000003,25.96,0,0.93,1,1
5599,same day,consumer,ohio,east,office supplies,art,55.98,2,20.0,4.2,27.99,7.5,1,2.1,1,1
5600,same day,consumer,ohio,east,office supplies,envelopes,14.48,5,20.0,4.89,2.896,33.77,1,0.98,1,1
5601,same day,consumer,ohio,east,technology,accessories,142.49,3,20.0,-3.56,47.49666666666667,-2.5,1,-1.19,0,1
5602,second ,corporate,texas,central,office supplies,storage,14.16,1,20.0,1.06,14.16,7.49,1,1.06,1,1
5603,second ,corporate,texas,central,office supplies,paper,79.92,5,20.0,27.97,15.984,35.0,1,5.59,1,1
5604,standard ,corporate,new york,east,office supplies,binders,590.35,6,20.0,206.62,98.39166666666667,35.0,1,34.44,1,1
5605,standard ,corporate,north carolina,south,furniture,furnishings,17.09,2,20.0,1.07,8.545,6.26,1,0.54,1,2
5606,standard ,corporate,north carolina,south,furniture,chairs,98.39,1,20.0,-11.07,98.39,-11.25,1,-11.07,0,2
5607,standard ,consumer,new york,east,office supplies,art,11.05,5,0.0,2.98,2.21,26.97,0,0.6,1,1
5608,standard ,consumer,california,west,office supplies,appliances,7.78,2,0.0,2.02,3.89,25.96,0,1.01,1,1
5609,standard ,consumer,louisiana,south,technology,accessories,659.9,2,0.0,217.77,329.95,33.0,0,108.89,1,2
5610,first ,consumer,ohio,east,technology,accessories,53.04,3,20.0,-4.64,17.68,-8.75,1,-1.55,0,2
5611,standard ,corporate,washington,west,technology,accessories,843.9,2,0.0,371.32,421.95,44.0,0,185.66,1,1
5612,standard ,corporate,washington,west,technology,accessories,1496.16,9,0.0,224.42,166.24,15.0,0,24.94,1,1
5613,standard ,consumer,new york,east,office supplies,storage,117.96,2,0.0,5.9,58.98,5.0,0,2.95,1,1
5614,standard ,corporate,new york,east,office supplies,art,21.3,5,0.0,8.73,4.26,40.99,0,1.75,1,1
5615,standard ,corporate,new york,east,office supplies,appliances,1040.8,5,0.0,281.02,208.16,27.0,0,56.2,1,1
